MOVEMENT_ID,mean_coordinate
2364,[-118.22647767   33.96238941]
2365,[-118.23593338   33.97042794]
2366,[-118.25204868   33.97120624]
2367,[-118.24681111   33.97212111]
2368,[-118.24649677   33.96442585]
2369,[-118.24869792   33.95908564]
2370,[-118.25037817   33.9523857 ]
2371,[-118.23616695   33.96131318]
2372,[-118.23357446   33.95250343]
2373,[-118.175595   33.923346]
2374,[-118.17704494   33.92248906]
2375,[-118.22742167   33.93257707]
2376,[-118.23297561   33.92418706]
2377,[-118.24672776   33.92472844]
2378,[-118.25297925   33.91823348]
2379,[-118.27449082   33.9194589 ]
2380,[-118.27221503   33.90905714]
2381,[-118.27227764   33.8936948 ]
2382,[-118.26152428   33.89812808]
2383,[-118.25051747   33.90485094]
2384,[-118.2335784    33.91152698]
2385,[-118.22636765   33.91369103]
2386,[-118.18744125   33.90464894]
2387,[-118.1996853   33.9050178]
2388,[-118.19617291   33.9019997 ]
2389,[-118.19216881   33.89852793]
2390,[-118.19668441   33.89256552]
2391,[-118.19268306   33.89243728]
2392,[-118.201479     33.88665723]
2393,[-118.26382335   33.89036398]
2394,[-118.21735993   33.86015455]
2395,[-118.28583636   33.85438666]
2396,[-118.29198906   33.84063491]
2397,[-118.29154582   33.83597321]
2398,[-118.2933833    33.81800982]
2399,[-118.29324108   33.80436525]
2400,[-118.09340167   33.87915633]
2401,[-118.05972804   33.84161826]
2402,[-118.11223909   33.8276147 ]
2403,[-118.19638444   33.76076617]
2404,[-118.17808881   33.76126924]
2405,[-118.163006     33.75884303]
2406,[-118.15172327   33.75595959]
2407,[-118.14084483   33.75163034]
2408,[-118.12349327   33.75664051]
2409,[-118.12371861   33.74796577]
2410,[-118.11390011   33.76481896]
2411,[-118.12227374   33.7630906 ]
2412,[-118.11579145   33.75469266]
2413,[-118.29582224   33.95566171]
2414,[-118.29697032   33.94837606]
2415,[-118.29938545   33.94303345]
2416,[-118.30351386   33.93483832]
2417,[-118.29872907   33.93502379]
2418,[-118.29441243   33.9353652 ]
2419,[-118.31418855   33.93518991]
2420,[-118.37018188   33.96814512]
2421,[-118.36354777   33.9436182 ]
2422,[-118.36609083   33.94044815]
2423,[-118.36347711   33.93421103]
2424,[-118.35049242   33.93439408]
2425,[-118.34776711   33.94231056]
2426,[-118.34882577   33.93999633]
2427,[-118.37105149   33.9230834 ]
2428,[-118.36484003   33.90852444]
2429,[-118.33146552   33.91127652]
2430,[-118.31280837   33.92433653]
2431,[-118.29991938   33.92666387]
2432,[-118.30105862   33.92056203]
2433,[-118.33654964   33.88733836]
2434,[-118.32957539   33.89751671]
2435,[-118.3028484    33.74075612]
2436,[-118.42332207   33.90297007]
2437,[-118.41693521   33.89136561]
2438,[-118.41094278   33.87995286]
2439,[-118.40584589   33.86988847]
2440,[-118.40098826   33.85632944]
2441,[-118.39748946   33.84561492]
2442,[-118.39177009   33.83420097]
2443,[-118.39196138   33.82178603]
2444,[-118.3930837    33.80884433]
2445,[-118.35634887   33.77717551]
2446,[-118.3633545    33.77867325]
2447,[-118.40325176   33.79971848]
2448,[-118.41307883   33.78939173]
2449,[-118.42379281   33.77153058]
2450,[-118.41678392   33.75546575]
2451,[-118.37518567   33.7355241 ]
2452,[-118.45589721   34.05917565]
2453,[-118.51373178   34.022316  ]
2454,[-118.50731328   34.01746944]
2455,[-118.49956973   34.00896439]
2456,[-118.48985967   34.00136893]
2457,[-118.48561034   33.99744194]
2458,[-118.37964567   34.02023613]
2459,[-118.44651013   33.97747753]
2460,[-118.38125768   33.99955134]
2461,[-118.3721058    33.98683319]
2462,[-118.35472808   33.99579836]
2463,[-118.34045559   34.00070141]
2464,[-118.60545802   34.14123286]
2465,[-118.64214877   34.09155097]
2466,[-118.68599469   34.0934755 ]
2467,[-118.66929281   34.15616301]
2468,[-118.67397635   34.15129023]
2469,[-118.67145512   34.06533878]
2470,[-118.62418591   34.06269522]
2471,[-118.16620296   34.38948489]
2472,[-118.60443424   34.33016152]
2473,[-118.0664765    34.24297495]
2474,[-118.27158982   34.35782482]
2475,[-118.00882744   34.30687688]
2476,[-118.10917258   33.76404417]
2477,[-118.43842012   33.93225501]
2478,[-118.42686977   33.91086923]
2479,[-118.25602132   33.70702856]
2480,[-118.21791204   33.75964107]
2481,[-117.90244105   33.85743209]
2482,[-117.89753403   33.85066454]
2483,[-117.91691037   33.84613149]
2484,[-117.91026804   33.8474125 ]
2485,[-117.93272818   33.84962279]
2486,[-117.93145718   33.84416271]
2487,[-117.95866367   33.85191124]
2488,[-117.95060919   33.84383984]
2489,[-117.97980827   33.84926509]
2490,[-117.96821      33.84585612]
2491,[-117.98225449   33.83602635]
2492,[-118.00671627   33.82386327]
2493,[-117.99750359   33.82504806]
2494,[-117.98867811   33.82682152]
2495,[-117.97920236   33.82513792]
2496,[-117.97212541   33.82495922]
2497,[-117.9639546    33.83103357]
2498,[-117.95239385   33.83865573]
2499,[-117.95118326   33.82619453]
2500,[-117.93271437   33.82805546]
2501,[-117.92834562   33.82011364]
2502,[-117.92849649   33.83554923]
2503,[-117.91114774   33.83612822]
2504,[-117.91592312   33.82764507]
2505,[-117.94221248   33.8152607 ]
2506,[-117.93854318   33.80353404]
2507,[-117.9578072    33.82169429]
2508,[-117.9606266   33.8041147]
2509,[-117.95412938   33.81054183]
2510,[-118.00691373   33.81452857]
2511,[-117.99766212   33.81577226]
2512,[-117.98873473   33.81663709]
2513,[-117.9790169    33.81680048]
2514,[-117.97259903   33.81300743]
2515,[-118.00493067   33.83318775]
2516,[-118.01385141   33.82417455]
2517,[-118.0137595    33.81338525]
2518,[-117.98415137   33.85725087]
2519,[-117.99841491   33.83381055]
2520,[-117.91799623   33.94135452]
2521,[-117.92094836   33.92228329]
2522,[-117.90945248   33.93498582]
2523,[-117.90574051   33.9158048 ]
2524,[-117.89133713   33.91504583]
2525,[-117.89388585   33.90882178]
2526,[-117.89050968   33.93373187]
2527,[-117.89472126   33.92683792]
2528,[-117.8710331    33.90958057]
2529,[-117.85737986   33.90897263]
2530,[-117.86663579   33.91788163]
2531,[-117.83861802   33.92170087]
2532,[-117.97929485   33.8617292 ]
2533,[-117.98226982   33.845892  ]
2534,[-117.98921421   33.83767133]
2535,[-118.03719688   33.84105512]
2536,[-118.03050761   33.83560497]
2537,[-118.01622324   33.83596233]
2538,[-118.01578389   33.82540529]
2539,[-118.02311398   33.81311416]
2540,[-118.02721022   33.85283864]
2541,[-118.01196919   33.85291618]
2542,[-118.01310044   33.84299483]
2543,[-118.02490259   33.84300016]
2544,[-117.99267443   33.85374612]
2545,[-117.99420362   33.84239488]
2546,[-118.00993022   33.86493939]
2547,[-117.9952924    33.86907472]
2548,[-117.98942061   33.88500054]
2549,[-118.0056688   33.8770831]
2550,[-117.99410632   33.88003101]
2551,[-118.03189884   33.79417019]
2552,[-118.02156094   33.79436948]
2553,[-118.02038732   33.79949662]
2554,[-118.03144611   33.79860656]
2555,[-118.04038116   33.83660986]
2556,[-118.041338     33.82610573]
2557,[-118.05616751   33.81424797]
2558,[-118.02794143   33.82056398]
2559,[-118.03121758   33.83105687]
2560,[-118.05464662   33.83369458]
2561,[-118.02822218   33.80718733]
2562,[-118.0387872    33.81306925]
2563,[-118.05951899   33.82523667]
2564,[-118.05007735   33.82036592]
2565,[-118.01866509   33.82602582]
2566,[-117.92609017   33.92069717]
2567,[-117.91200173   33.90553053]
2568,[-117.89106822   33.90271026]
2569,[-117.92160819   33.89727688]
2570,[-117.90576951   33.88872064]
2571,[-117.95759645   33.88716025]
2572,[-117.9385744   33.9087675]
2573,[-117.93806185   33.89434257]
2574,[-117.9653376    33.89876632]
2575,[-117.948943     33.89993473]
2576,[-117.97890535   33.86795143]
2577,[-117.97216176   33.86308059]
2578,[-117.96409754   33.86353513]
2579,[-117.95370253   33.86352884]
2580,[-117.95984042   33.8572773 ]
2581,[-117.95369166   33.87567701]
2582,[-117.9473543   33.8611063]
2583,[-117.93669298   33.86189502]
2584,[-117.9363018    33.87473227]
2585,[-117.92620054   33.87649844]
2586,[-117.91828211   33.88227263]
2587,[-117.90755625   33.88165632]
2588,[-117.90455027   33.87374095]
2589,[-117.88841512   33.87116529]
2590,[-117.89371847   33.88154311]
2591,[-117.88210691   33.88280809]
2592,[-117.9291851   33.861933 ]
2593,[-117.90584339   33.86131382]
2594,[-117.87767651   33.90292802]
2595,[-117.87987024   33.89276896]
2596,[-117.97291865   33.85589457]
2597,[-117.97903978   33.85713357]
2598,[-117.97559343   33.85457757]
2599,[-117.98336238   33.85824156]
2600,[-117.98518767   33.89556333]
2601,[-117.9681729    33.88612651]
2602,[-117.97270353   33.80476882]
2603,[-117.98607448   33.79734383]
2604,[-117.98474491   33.78878436]
2605,[-117.98010475   33.79408477]
2606,[-117.971961    33.7953734]
2607,[-118.00608107   33.7846795 ]
2608,[-117.98732033   33.78225888]
2609,[-117.97673884   33.78487837]
2610,[-117.98663737   33.778286  ]
2611,[-117.97543387   33.77761062]
2612,[-117.96250931   33.79780546]
2613,[-117.95509213   33.79525453]
2614,[-117.94831015   33.79413075]
2615,[-117.97928398   33.77108252]
2616,[-117.99319431   33.77301662]
2617,[-118.01848825   33.77399244]
2618,[-118.01035091   33.77412963]
2619,[-118.03526298   33.77432325]
2620,[-118.04216332   33.77424409]
2621,[-118.03984788   33.78861012]
2622,[-118.02266135   33.78354657]
2623,[-118.0189559    33.77716147]
2624,[-118.03901102   33.78065551]
2625,[-118.01969686   33.79011314]
2626,[-118.05984579   33.72974048]
2627,[-118.03158705   33.74279835]
2628,[-117.96057977   33.94380924]
2629,[-117.97278298   33.93327648]
2630,[-117.96017047   33.93497787]
2631,[-117.9511398    33.93321937]
2632,[-117.94263427   33.9345232 ]
2633,[-117.97011169   33.92276162]
2634,[-117.94575463   33.92069295]
2635,[-117.94279041   33.92237157]
2636,[-117.94113002   33.94247346]
2637,[-117.92837731   33.9427105 ]
2638,[-117.92186936   33.94064953]
2639,[-117.93542338   33.92740789]
2640,[-117.92216379   33.92758436]
2641,[-117.93150709   33.91318394]
2642,[-117.94351996   33.91241524]
2643,[-117.96624395   33.91143109]
2644,[-117.95110662   33.91084611]
2645,[-118.04658415   33.84258593]
2646,[-118.048672     33.83943125]
2647,[-118.04062313   33.85718507]
2648,[-118.04155062   33.8488565 ]
2649,[-118.03519843   33.85641239]
2650,[-118.03280287   33.84540767]
2651,[-118.03348969   33.79566237]
2652,[-118.0838898    33.80034103]
2653,[-118.08944504   33.78912725]
2654,[-118.06963837   33.78486713]
2655,[-118.06271217   33.80145819]
2656,[-118.04516409   33.79046813]
2657,[-118.06069784   33.81213861]
2658,[-118.07238421   33.80988282]
2659,[-118.05821345   33.80674513]
2660,[-118.06421539   33.8184495 ]
2661,[-117.87463491   33.89358145]
2662,[-117.863572     33.90063621]
2663,[-117.86337965   33.89225331]
2664,[-118.07195988   33.74600434]
2665,[-118.09319419   33.75145437]
2666,[-118.08830379   33.72966704]
2667,[-118.08664945   33.77041283]
2668,[-118.08816092   33.76748992]
2669,[-118.10692429   33.74216627]
2670,[-118.10335387   33.74353081]
2671,[-118.09312806   33.7791536 ]
2672,[-118.08437086   33.77563031]
2673,[-118.05601903   33.77779363]
2674,[-118.04812656   33.78127506]
2675,[-118.00683989   33.80701136]
2676,[-117.99741847   33.80873761]
2677,[-117.9893644    33.80729047]
2678,[-117.97894208   33.80968371]
2679,[-117.97326424   33.80783061]
2680,[-117.99284337   33.80111115]
2681,[-117.99265019   33.79226038]
2682,[-118.00470104   33.79957819]
2683,[-117.99280519   33.78493056]
2684,[-117.98288186   33.78788343]
2685,[-117.99442216   33.77755192]
2686,[-118.0124028    33.80522093]
2687,[-118.0118568   33.8106732]
2688,[-118.00281388   33.77382281]
2689,[-117.99756473   33.77381773]
2690,[-118.04255851   33.75596218]
2691,[-118.01757734   33.75270846]
2692,[-118.03359359   33.75610489]
2693,[-117.99178541   33.76600343]
2694,[-118.02060804   33.76702412]
2695,[-118.01157718   33.76654863]
2696,[-118.00281843   33.76553454]
2697,[-118.02923497   33.77056118]
2698,[-118.03610758   33.76516035]
2699,[-117.97155322   33.94211972]
2700,[-117.9405063    33.94356894]
2701,[-117.92508079   33.94170336]
2702,[-117.924108     33.94210189]
2703,[-117.90412225   33.94371069]
2704,[-117.88850165   33.94122736]
2705,[-117.82852632   33.93756911]
2706,[-117.96107889   33.82688515]
2707,[-117.96455865   33.8209925 ]
2708,[-117.96303468   33.81396438]
2709,[-118.008347     33.80546062]
2710,[-117.97772759   33.80432696]
2711,[-117.96994371   33.80535029]
2712,[-117.98841047   33.79195862]
2713,[-118.07835877   33.79620758]
2714,[-118.08311857   33.78805729]
2715,[-118.07969634   33.7809931 ]
2716,[-117.9924123    33.89296055]
